1,281
2,278
3,274
4,186
5,223
6,219
7,138
8,111
9,119
10,149
11,128
12,108
13,116
14,133
15,114
16,128
17,118
18,100
19,121
20,133
21,111
22,162
23,270
24,214
25,271
26,235
27,208
28,200
29,216
30,163
31,196
32,192
33,198
34,213
35,261
36,330
37,303
38,342
39,266
40,215
41,208
42,191
43,152
44,156
45,143
46,171
47,144
48,183
49,210
50,234
51,275
